ID,VULN_ID,VULN_TYPE,AFFECTED_PRODUCT,KB_ID,VULN_DETAILS,KB_DETAILS
327,MS12-020,Remote Code Execution,Windows Server 2008 R2 Itanium-based,KB2667402,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-020,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2667402
328,MS12-020,Remote Code Execution,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB2667402,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-020,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2667402
329,MS12-042,Privilege Escalation,Windows XP Service Pack 3,KB2707511,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-042,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2707511
330,MS12-042,Privilege Escalation,Windows Server 2003 Service Pack 2,KB2707511,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-042,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2707511
331,MS12-042,Privilege Escalation,Windows 7 x64-based,KB2709715,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-042,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2709715
332,MS12-042,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB2709715,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-042,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2709715
333,MS12-042,Privilege Escalation,Windows Server 2008 R2 x64-based,KB2709715,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-042,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2709715
334,MS12-042,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB2709715,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-042,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2709715
335,MS12-042,Privilege Escalation,Windows Server 2008 R2 x64-based,KB2709715,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-042,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2709715
336,MS12-042,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB2709715,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2012/MS12-042,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2709715
337,MS13-005,Privilege Escalation,Windows Vista Service Pack 2,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
338,MS13-005,Privilege Escalation,Windows Vista x64 Edition Service Pack 2,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
339,MS13-005,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
340,MS13-005,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
341,MS13-005,Privilege Escalation,Windows Server 2008 Itanium-Based Service Pack 2,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
342,MS13-005,Privilege Escalation,Windows 7 32-bit,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
343,MS13-005,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
344,MS13-005,Privilege Escalation,Windows 7 x64-based,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
345,MS13-005,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
346,MS13-005,Privilege Escalation,Windows Server 2008 R2 x64-based,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
347,MS13-005,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
348,MS13-005,Privilege Escalation,Windows Server 2008 R2 Itanium-based,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
349,MS13-005,Privilege Escalation,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
350,MS13-005,Privilege Escalation,Windows 8 32-bit,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
351,MS13-005,Privilege Escalation,Windows 8 64-bit,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
352,MS13-005,Privilege Escalation,Windows Server 2012,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
353,MS13-005,Privilege Escalation,Windows RT,KB2778930,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-005,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2778930
354,MS13-046,Privilege Escalation,Windows XP Service Pack 3,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
355,MS13-046,Privilege Escalation,Windows XP Professional x64 Edition Service Pack 2,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
356,MS13-046,Privilege Escalation,Windows Server 2003 Service Pack 2,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
357,MS13-046,Privilege Escalation,Windows Server 2003 x64 Edition Service Pack 2,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
358,MS13-046,Privilege Escalation,Windows Server 2003 SP2 Itanium-based,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
359,MS13-046,Privilege Escalation,Windows Vista Service Pack 2,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
360,MS13-046,Privilege Escalation,Windows Vista Service Pack 2,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
361,MS13-046,Privilege Escalation,Windows Vista x64 Edition Service Pack 2,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
362,MS13-046,Privilege Escalation,Windows Vista x64 Edition Service Pack 2,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
363,MS13-046,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
364,MS13-046,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
365,MS13-046,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
366,MS13-046,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
367,MS13-046,Privilege Escalation,Windows Server 2008 Itanium-Based Service Pack 2,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
368,MS13-046,Privilege Escalation,Windows Server 2008 Itanium-Based Service Pack 2,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
369,MS13-046,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
370,MS13-046,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
371,MS13-046,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
372,MS13-046,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
373,MS13-046,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
374,MS13-046,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
375,MS13-046,Privilege Escalation,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
376,MS13-046,Privilege Escalation,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
377,MS13-046,Privilege Escalation,Windows 8 32-bit,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
378,MS13-046,Privilege Escalation,Windows 8 32-bit,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
379,MS13-046,Privilege Escalation,Windows 8 64-bit,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
380,MS13-046,Privilege Escalation,Windows 8 64-bit,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
381,MS13-046,Privilege Escalation,Windows Server 2012,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
382,MS13-046,Privilege Escalation,Windows Server 2012,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
383,MS13-046,Privilege Escalation,Windows RT,KB2830290,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2830290
384,MS13-046,Privilege Escalation,Windows RT,KB2829361,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-046,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2829361
385,MS13-053,Remote Code Execution,Windows XP Service Pack 3,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
386,MS13-053,Remote Code Execution,Windows XP Professional x64 Edition Service Pack 2,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
387,MS13-053,Remote Code Execution,Windows Server 2003 Service Pack 2,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
388,MS13-053,Remote Code Execution,Windows Server 2003 x64 Edition Service Pack 2,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
389,MS13-053,Remote Code Execution,Windows Server 2003 SP2 Itanium-based,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
390,MS13-053,Remote Code Execution,Windows Vista Service Pack 2,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
391,MS13-053,Remote Code Execution,Windows Vista x64 Edition Service Pack 2,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
392,MS13-053,Remote Code Execution,Windows Server 2008 32-bit Service Pack 2,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
393,MS13-053,Remote Code Execution,Windows Server 2008 x64-based Service Pack 2,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
394,MS13-053,Remote Code Execution,Windows Server 2008 Itanium-Based Service Pack 2,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
395,MS13-053,Remote Code Execution,Windows 7 32-bit Service Pack 1,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
396,MS13-053,Remote Code Execution,Windows 7 x64-based Service Pack 1,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
397,MS13-053,Remote Code Execution,Windows Server 2008 R2 x64-based Service Pack 1,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
398,MS13-053,Remote Code Execution,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
399,MS13-053,Remote Code Execution,Windows 8 32-bit,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
400,MS13-053,Remote Code Execution,Windows 8 64-bit,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
401,MS13-053,Remote Code Execution,Windows Server 2012,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
402,MS13-053,Remote Code Execution,Windows RT,KB2850851,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2013/MS13-053,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2850851
403,MS14-002,Privilege Escalation,Windows XP Service Pack 3,KB2914368,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-002,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2914368
404,MS14-002,Privilege Escalation,Windows XP Professional x64 Edition Service Pack 2,KB2914368,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-002,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2914368
405,MS14-002,Privilege Escalation,Windows Server 2003 Service Pack 2,KB2914368,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-002,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2914368
406,MS14-002,Privilege Escalation,Windows Server 2003 x64 Edition Service Pack 2,KB2914368,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-002,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2914368
407,MS14-002,Privilege Escalation,Windows Server 2003 SP2 Itanium-based,KB2914368,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-002,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2914368
408,MS14-040,Privilege Escalation,Windows Server 2003 Service Pack 2,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
409,MS14-040,Privilege Escalation,Windows Server 2003 x64 Edition Service Pack 2,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
410,MS14-040,Privilege Escalation,Windows Server 2003 SP2 Itanium-based,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
411,MS14-040,Privilege Escalation,Windows Vista Service Pack 2,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
412,MS14-040,Privilege Escalation,Windows Vista x64 Edition Service Pack 2,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
413,MS14-040,Privilege Escalation,Windows Server 2008 32-bit Service Pack 2,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
414,MS14-040,Privilege Escalation,Windows Server 2008 x64-based Service Pack 2,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
415,MS14-040,Privilege Escalation,Windows Server 2008 Itanium-Based Service Pack 2,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
416,MS14-040,Privilege Escalation,Windows 7 32-bit Service Pack 1,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
417,MS14-040,Privilege Escalation,Windows 7 x64-based Service Pack 1,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
418,MS14-040,Privilege Escalation,Windows Server 2008 R2 x64-based Service Pack 1,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
419,MS14-040,Privilege Escalation,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
420,MS14-040,Privilege Escalation,Windows 8 32-bit,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
421,MS14-040,Privilege Escalation,Windows 8 x64-based,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
422,MS14-040,Privilege Escalation,Windows 8.1 32-bit,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
423,MS14-040,Privilege Escalation,Windows 8.1 32-bit,KB2973408,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2973408
424,MS14-040,Privilege Escalation,Windows 8.1 x64-based,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
425,MS14-040,Privilege Escalation,Windows 8.1 x64-based,KB2973408,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2973408
426,MS14-040,Privilege Escalation,Windows Server 2012,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
427,MS14-040,Privilege Escalation,Windows Server 2012 R2,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
428,MS14-040,Privilege Escalation,Windows Server 2012 R2,KB2973408,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2973408
429,MS14-040,Privilege Escalation,Windows RT,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
430,MS14-040,Privilege Escalation,Windows RT 8.1,KB2961072,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-040,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2961072
431,MS14-058,Remote Code Execution,Windows Server 2003 Service Pack 2,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
432,MS14-058,Remote Code Execution,Windows Server 2003 x64 Edition Service Pack 2,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
433,MS14-058,Remote Code Execution,Windows Server 2003 SP2 Itanium-based,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
434,MS14-058,Remote Code Execution,Windows Vista Service Pack 2,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
435,MS14-058,Remote Code Execution,Windows Vista x64 Edition Service Pack 2,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
436,MS14-058,Remote Code Execution,Windows Server 2008 32-bit Service Pack 2,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
437,MS14-058,Remote Code Execution,Windows Server 2008 x64-based Service Pack 2,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
438,MS14-058,Remote Code Execution,Windows Server 2008 Itanium-Based Service Pack 2,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
439,MS14-058,Remote Code Execution,Windows 7 32-bit Service Pack 1,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
440,MS14-058,Remote Code Execution,Windows 7 x64-based Service Pack 1,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
441,MS14-058,Remote Code Execution,Windows Server 2008 R2 x64-based Service Pack 1,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
442,MS14-058,Remote Code Execution,Windows Server 2008 R2 Itanium-Based Service Pack 1,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
443,MS14-058,Remote Code Execution,Windows 8 32-bit,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
444,MS14-058,Remote Code Execution,Windows 8 x64-based,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
445,MS14-058,Remote Code Execution,Windows 8.1 32-bit,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
446,MS14-058,Remote Code Execution,Windows 8.1 x64-based,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
447,MS14-058,Remote Code Execution,Windows Server 2012,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
448,MS14-058,Remote Code Execution,Windows Server 2012 R2,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
449,MS14-058,Remote Code Execution,Windows RT,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
450,MS14-058,Remote Code Execution,Windows RT 8.1,KB3000061,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-058,https://www.catalog.update.microsoft.com/Search.aspx?q=KB3000061
451,MS14-066,Remote Code Execution,Windows Server 2003 Service Pack 2,KB2992611,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-066,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2992611
452,MS14-066,Remote Code Execution,Windows Server 2003 x64 Edition Service Pack 2,KB2992611,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-066,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2992611
453,MS14-066,Remote Code Execution,Windows Server 2003 SP2 Itanium-based,KB2992611,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2014/MS14-066,https://www.catalog.update.microsoft.com/Search.aspx?q=KB2992611
